edad,empleo,estado,educacion,impago,hipoteca,prestamo,tipo_contacto,mes,dia_semana,contactos_actual,contactos_anterior,resultado_anterior,tasa_var_empleo_3m,euribor_3m,ipc_1m,target
35,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
35,admin.,married,basic.6y,no,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
49,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
36,technician,married,unknown,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
23,admin.,single,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
43,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
49,entrepreneur,married,professional.course,no,unknown,unknown,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
36,technician,married,professional.course,no,unknown,unknown,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
45,housemaid,married,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
42,admin.,married,high.school,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
32,services,married,high.school,unknown,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
46,management,married,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
37,blue-collar,married,unknown,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
53,management,married,university.degree,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
30,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
45,unknown,married,unknown,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
24,technician,single,professional.course,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
45,unknown,married,unknown,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
34,admin.,single,university.degree,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
41,management,married,university.degree,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
59,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
54,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,5,0,nonexistent,1.1,4.857,93.994,no
32,technician,married,professional.course,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
33,technician,married,professional.course,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
32,admin.,married,university.degree,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
34,services,single,high.school,no,unknown,unknown,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
46,management,married,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
57,technician,married,professional.course,no,yes,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
42,technician,married,basic.9y,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
48,admin.,married,professional.course,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
58,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
34,services,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
32,admin.,single,university.degree,no,yes,yes,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
48,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
47,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
31,services,married,high.school,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
32,admin.,single,university.degree,no,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
32,admin.,single,university.degree,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
36,services,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
53,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,5,0,nonexistent,1.1,4.857,93.994,no
50,services,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
46,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
41,admin.,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
43,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
51,management,married,university.degree,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
38,admin.,married,university.degree,no,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
41,technician,married,basic.6y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
39,services,married,high.school,unknown,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
52,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
37,technician,married,professional.course,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
41,admin.,married,basic.9y,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
46,admin.,divorced,university.degree,no,yes,yes,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
47,technician,married,professional.course,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
35,technician,married,professional.course,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
38,services,married,high.school,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
30,blue-collar,single,unknown,no,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
46,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
30,technician,married,professional.course,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
35,services,single,basic.4y,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
58,admin.,married,unknown,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
40,technician,married,professional.course,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
34,technician,married,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
30,admin.,single,university.degree,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
38,services,married,basic.6y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
55,management,single,basic.4y,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
55,management,married,university.degree,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
45,technician,single,professional.course,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
36,admin.,married,university.degree,no,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
32,admin.,single,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
35,technician,married,unknown,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
55,management,divorced,university.degree,no,yes,no,telephone,may,tue,5,0,nonexistent,1.1,4.857,93.994,no
49,housemaid,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
29,admin.,married,high.school,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
34,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
54,retired,married,high.school,unknown,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
36,technician,single,professional.course,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
30,management,single,university.degree,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
33,housemaid,divorced,university.degree,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
37,blue-collar,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
36,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
33,blue-collar,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
32,housemaid,married,high.school,no,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
32,housemaid,married,high.school,no,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
39,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
51,blue-collar,divorced,unknown,unknown,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
33,services,married,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
33,services,married,basic.4y,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
56,management,married,university.degree,unknown,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
39,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
33,self-employed,single,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
59,retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
42,admin.,single,unknown,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
43,services,married,high.school,no,no,yes,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
35,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
27,technician,married,basic.9y,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
47,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
31,admin.,single,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
54,admin.,married,high.school,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
56,management,married,university.degree,unknown,no,no,telephone,may,tue,1,0,nonexistent,1.1,4.857,93.994,no
48,services,single,high.school,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
44,admin.,married,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
46,admin.,married,high.school,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
45,services,married,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
43,admin.,married,professional.course,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
40,admin.,single,high.school,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
56,management,married,university.degree,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
47,entrepreneur,married,professional.course,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
39,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
48,technician,married,basic.4y,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
45,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,yes
36,self-employed,married,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
49,management,married,professional.course,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
46,services,married,high.school,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
50,housemaid,married,basic.4y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
27,admin.,single,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
46,management,married,university.degree,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
40,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
33,management,single,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
54,retired,married,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
52,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
53,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,6,0,nonexistent,1.1,4.857,93.994,no
49,services,married,high.school,unknown,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
49,housemaid,married,basic.4y,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
40,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
59,admin.,married,university.degree,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
51,self-employed,married,basic.9y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
57,housemaid,married,basic.6y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
38,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
52,self-employed,married,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
26,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
35,admin.,married,university.degree,no,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
51,admin.,married,university.degree,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
42,admin.,married,high.school,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
60,retired,divorced,university.degree,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
57,management,married,university.degree,unknown,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
35,student,single,university.degree,unknown,no,no,telephone,may,tue,5,0,nonexistent,1.1,4.857,93.994,no
30,admin.,married,university.degree,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
43,services,married,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
40,technician,married,basic.9y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
45,technician,married,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
56,retired,married,high.school,no,no,no,telephone,may,tue,5,0,nonexistent,1.1,4.857,93.994,no
46,services,married,basic.6y,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
42,admin.,married,university.degree,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
56,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
38,services,married,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
40,technician,married,basic.9y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
38,admin.,married,high.school,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
48,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
24,technician,single,professional.course,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
47,admin.,single,unknown,unknown,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
48,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
31,admin.,single,high.school,no,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
39,self-employed,single,basic.4y,unknown,yes,no,telephone,may,tue,4,0,nonexistent,1.1,4.857,93.994,no
41,technician,single,university.degree,unknown,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
56,retired,married,basic.4y,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
49,admin.,married,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
47,unemployed,divorced,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
44,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
55,housemaid,married,basic.4y,no,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
59,management,married,basic.4y,unknown,yes,no,telephone,may,tue,5,0,nonexistent,1.1,4.857,93.994,no
44,technician,single,professional.course,no,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
46,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
39,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
38,unemployed,married,basic.4y,unknown,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
36,services,married,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
29,admin.,single,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
31,technician,single,professional.course,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
30,services,divorced,basic.9y,no,no,yes,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
36,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
60,blue-collar,married,professional.course,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
36,admin.,married,university.degree,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
32,services,married,high.school,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,4.857,93.994,no
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,4.857,93.994,no
30,services,married,university.degree,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
37,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
39,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
43,unemployed,married,basic.4y,no,no,no,telephone,may,wed,4,0,nonexistent,1.1,4.856,93.994,no
37,services,married,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
30,technician,married,university.degree,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
38,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
31,technician,married,university.degree,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
44,admin.,married,university.degree,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
44,self-employed,married,university.degree,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
38,technician,married,unknown,unknown,unknown,unknown,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
30,student,single,high.school,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
37,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
54,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
41,management,married,unknown,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
43,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
38,housemaid,married,basic.9y,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
38,blue-collar,single,unknown,unknown,no,yes,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
32,admin.,married,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
30,services,married,high.school,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
43,technician,married,basic.6y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
30,services,married,high.school,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
36,technician,divorced,professional.course,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
38,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
35,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
50,self-employed,married,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,6,0,nonexistent,1.1,4.856,93.994,no
58,admin.,married,basic.4y,unknown,no,yes,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
50,technician,married,professional.course,no,yes,no,telephone,may,wed,4,0,nonexistent,1.1,4.856,93.994,no
33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
33,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
44,management,single,university.degree,unknown,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
31,management,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
40,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
28,unknown,single,basic.9y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
36,services,single,unknown,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
44,blue-collar,single,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
38,blue-collar,divorced,unknown,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
39,blue-collar,divorced,basic.6y,unknown,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
47,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
47,services,divorced,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
35,entrepreneur,single,professional.course,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
42,admin.,divorced,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
36,admin.,married,high.school,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,4.856,93.994,no
35,technician,married,basic.6y,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
36,services,single,unknown,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
26,admin.,single,high.school,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
31,admin.,single,university.degree,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
57,self-employed,single,high.school,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
39,services,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
43,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
50,admin.,married,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
52,blue-collar,single,high.school,unknown,unknown,unknown,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
39,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
44,technician,single,unknown,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
36,housemaid,married,basic.4y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
54,management,married,high.school,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
27,admin.,single,basic.9y,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,4.856,93.994,no
31,admin.,single,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,yes
31,admin.,married,university.degree,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,4.856,93.994,no
